Model,Head,Label,Var,Disease,AUC
BioViL-T,XGB,NegBio,l2,Fracture,0.537685933912349
BioViL-T,XGB,NegBio,l2,Lung_Lesion,0.531657063426227
BioViL-T,XGB,NegBio,l2,Lung_Opacity,0.5724479828074631
BioViL-T,XGB,NegBio,l2,Pleural_Effusion,0.770706096038143
BioViL-T,XGB,NegBio,l2,Pneumonia,0.5247715269804822
BioViL-T,XGB,NegBio,l2,Pneumothorax,0.7020727149167516
BioViL-T,XGB,NegBio,l2,Pleural_Other,0.5664747160074264
BioViL-T,XGB,NegBio,l2,Support_Devices,0.6865487944890929
BioViL-T,XGB,NegBio,l2,No_Finding,0.7151621699196327
CheXagent,s4,1pct,raw,Atelectasis,0.7386881625522885
CheXagent,s4,1pct,raw,Cardiomegaly,0.7463604024016389
CheXagent,s4,1pct,raw,Consolidation,0.5951204738329717
CheXagent,s4,1pct,raw,Edema,0.7570716482194033
CheXagent,s4,1pct,raw,Enlarged_Cardiomediastinum,0.6880381134652429
CheXagent,s4,1pct,raw,Fracture,0.49656077604624593
CheXagent,s4,1pct,raw,Lung_Lesion,0.5682487577050848
CheXagent,s4,1pct,raw,Lung_Opacity,0.660794497965479
CheXagent,s4,1pct,raw,Pleural_Effusion,0.7431727258837464
CheXagent,s4,1pct,raw,Pneumonia,0.706485813430672
CheXagent,s4,1pct,raw,Pneumothorax,0.7473468507709549
CheXagent,s4,1pct,raw,Pleural_Other,0.7394478136353023
CheXagent,s4,1pct,raw,Support_Devices,0.8199593496456652
CheXagent,s4,1pct,raw,No_Finding,0.8079701897018969
MedSigLIP,s4,10pct,raw,Atelectasis,0.7123372081691333
MedSigLIP,s4,10pct,raw,Cardiomegaly,0.7385749545027744
MedSigLIP,s4,10pct,raw,Consolidation,0.6533852856039677
MedSigLIP,s4,10pct,raw,Edema,0.7730435701168886
MedSigLIP,s4,10pct,raw,Enlarged_Cardiomediastinum,0.7001424175680586
MedSigLIP,s4,10pct,raw,Fracture,0.6313734182277232
MedSigLIP,s4,10pct,raw,Lung_Lesion,0.6231712425918333
MedSigLIP,s4,10pct,raw,Lung_Opacity,0.7023792641080255
MedSigLIP,s4,10pct,raw,Pleural_Effusion,0.795175057046425
MedSigLIP,s4,10pct,raw,Pneumonia,0.7172354689812119
MedSigLIP,s4,10pct,raw,Pneumothorax,0.7561636707773256
MedSigLIP,s4,10pct,raw,Pleural_Other,0.7834242100594698
MedSigLIP,s4,10pct,raw,Support_Devices,0.8470025054259044
MedSigLIP,s4,10pct,raw,No_Finding,0.7962574525745256
CheXFound,LR,5pct,l2,Atelectasis,0.7404143865207373
CheXFound,LR,5pct,l2,Cardiomegaly,0.7965045721381803
CheXFound,LR,5pct,l2,Consolidation,0.627483543088097
CheXFound,LR,5pct,l2,Edema,0.812098162853214
CheXFound,LR,5pct,l2,Enlarged_Cardiomediastinum,0.5824175824175825
CheXFound,LR,5pct,l2,Fracture,0.6249561864703821
CheXFound,LR,5pct,l2,Lung_Lesion,0.7188379043600562
CheXFound,LR,5pct,l2,Lung_Opacity,0.6684848041724549
CheXFound,LR,5pct,l2,Pleural_Effusion,0.8657014828274671
CheXFound,LR,5pct,l2,Pneumonia,0.6035067013581539
CheXFound,LR,5pct,l2,Pneumothorax,0.799116547740401
CheXFound,LR,5pct,l2,Pleural_Other,0.7533065352697095
CheXFound,LR,5pct,l2,Support_Devices,0.7494268912588459
CheXFound,LR,5pct,l2,No_Finding,0.7568509485094851
CheXFound,i2,CheXpert,raw,Atelectasis,0.7564984158986174
CheXFound,i2,CheXpert,raw,Cardiomegaly,0.8335403025513659
CheXFound,i2,CheXpert,raw,Consolidation,0.7876908301486625
CheXFound,i2,CheXpert,raw,Edema,0.8529539288678567
CheXFound,i2,CheXpert,raw,Enlarged_Cardiomediastinum,0.6775091575091575
CheXFound,i2,CheXpert,raw,Fracture,0.6683257389881996
CheXFound,i2,CheXpert,raw,Lung_Lesion,0.7467695147679325
CheXFound,i2,CheXpert,raw,Lung_Opacity,0.6828739245936
CheXFound,i2,CheXpert,raw,Pleural_Effusion,0.9181079929111425
CheXFound,i2,CheXpert,raw,Pneumonia,0.6647175057893654
CheXFound,i2,CheXpert,raw,Pneumothorax,0.8629289840299016
CheXFound,i2,CheXpert,raw,Pleural_Other,0.7798884854771785
CheXFound,i2,CheXpert,raw,Support_Devices,0.8248054148582404
CheXFound,i2,CheXpert,raw,No_Finding,0.8088509485094849
EVA-X,i4,NegBio,raw,Atelectasis,0.6365577163668826
EVA-X,i4,NegBio,raw,Cardiomegaly,0.7366854700232136
EVA-X,i4,NegBio,raw,Consolidation,0.6370961306355678
EVA-X,i4,NegBio,raw,Edema,0.7580423066415107
EVA-X,i4,NegBio,raw,Enlarged_Cardiomediastinum,0.6612104643804506
EVA-X,i4,NegBio,raw,Fracture,0.5133004453562688
EVA-X,i4,NegBio,raw,Lung_Lesion,0.5736958598239286
EVA-X,i4,NegBio,raw,Lung_Opacity,0.6915280436946893
EVA-X,i4,NegBio,raw,Pleural_Effusion,0.7615056190185677
EVA-X,i4,NegBio,raw,Pneumonia,0.6974726420683227
EVA-X,i4,NegBio,raw,Pneumothorax,0.6841304991687691
EVA-X,i4,NegBio,raw,Pleural_Other,0.642121601080673
EVA-X,i4,NegBio,raw,Support_Devices,0.7985972236491508
EVA-X,i4,NegBio,raw,No_Finding,0.796726361325242
CheXFound,XGB,5pct,raw,Atelectasis,0.7176159274193548
CheXFound,XGB,5pct,raw,Cardiomegaly,0.8249181530819597
CheXFound,XGB,5pct,raw,Consolidation,0.621881190099842
CheXFound,XGB,5pct,raw,Edema,0.8306058991861055
CheXFound,XGB,5pct,raw,Enlarged_Cardiomediastinum,0.6138705738705739
CheXFound,XGB,5pct,raw,Fracture,0.5990419441523542
CheXFound,XGB,5pct,raw,Lung_Lesion,0.6783799226441631
CheXFound,XGB,5pct,raw,Lung_Opacity,0.6541103068411689
CheXFound,XGB,5pct,raw,Pleural_Effusion,0.85146488099244
CheXFound,XGB,5pct,raw,Pneumonia,0.6118487522688054
CheXFound,XGB,5pct,raw,Pneumothorax,0.6399252463472647
CheXFound,XGB,5pct,raw,Pleural_Other,0.6482592064315352
CheXFound,XGB,5pct,raw,Support_Devices,0.7454128648188251
CheXFound,XGB,5pct,raw,No_Finding,0.7509647696476964
EVA-X,LR,1pct,pca95,Atelectasis,0.6018955213133641
EVA-X,LR,1pct,pca95,Cardiomegaly,0.7533232671031835
EVA-X,LR,1pct,pca95,Consolidation,0.6157186018127613
EVA-X,LR,1pct,pca95,Edema,0.7767674640437049
EVA-X,LR,1pct,pca95,Enlarged_Cardiomediastinum,0.48576312576312575
EVA-X,LR,1pct,pca95,Fracture,0.6047201775908401
EVA-X,LR,1pct,pca95,Lung_Lesion,0.5514680028129395
EVA-X,LR,1pct,pca95,Lung_Opacity,0.6468572542711608
EVA-X,LR,1pct,pca95,Pleural_Effusion,0.7734930569576239
EVA-X,LR,1pct,pca95,Pneumonia,0.5155977575708807
EVA-X,LR,1pct,pca95,Pneumothorax,0.7282364933741081
EVA-X,LR,1pct,pca95,Pleural_Other,0.39594139004149376
EVA-X,LR,1pct,pca95,Support_Devices,0.7430660638076165
EVA-X,LR,1pct,pca95,No_Finding,0.6481680216802168
BioViL-T,XGB,CheXpert,l2,Atelectasis,0.6335685483870968
BioViL-T,XGB,CheXpert,l2,Cardiomegaly,0.6634221889817116
BioViL-T,XGB,CheXpert,l2,Consolidation,0.5556033534084316
BioViL-T,XGB,CheXpert,l2,Edema,0.6865515404531546
BioViL-T,XGB,CheXpert,l2,Enlarged_Cardiomediastinum,0.5706471306471307
BioViL-T,XGB,CheXpert,l2,Fracture,0.5842972309849283
BioViL-T,XGB,CheXpert,l2,Lung_Lesion,0.6111990154711674
BioViL-T,XGB,CheXpert,l2,Lung_Opacity,0.5649582023348201
BioViL-T,XGB,CheXpert,l2,Pleural_Effusion,0.7634878973461651
BioViL-T,XGB,CheXpert,l2,Pneumonia,0.5220845292061193
BioViL-T,XGB,CheXpert,l2,Pneumothorax,0.6970438328236492
BioViL-T,XGB,CheXpert,l2,Pleural_Other,0.5849974066390041
BioViL-T,XGB,CheXpert,l2,Support_Devices,0.6881926007810589
BioViL-T,XGB,CheXpert,l2,No_Finding,0.7000054200542005
CheXagent,XGB,NegBio,raw,Atelectasis,0.7909841890211405
CheXagent,XGB,NegBio,raw,Cardiomegaly,0.8526317476342716
CheXagent,XGB,NegBio,raw,Consolidation,0.8222851301407564
CheXagent,XGB,NegBio,raw,Edema,0.8855626752102522
CheXagent,XGB,NegBio,raw,Enlarged_Cardiomediastinum,0.6148717948717949
CheXagent,XGB,NegBio,raw,Fracture,0.7728736148547469
CheXagent,XGB,NegBio,raw,Lung_Lesion,0.7840728202138869
CheXagent,XGB,NegBio,raw,Lung_Opacity,0.7592751782748851
CheXagent,XGB,NegBio,raw,Pleural_Effusion,0.9292995799750255
CheXagent,XGB,NegBio,raw,Pneumonia,0.771894374282434
CheXagent,XGB,NegBio,raw,Pneumothorax,0.9221202854230378
CheXagent,XGB,NegBio,raw,Pleural_Other,0.8508134302526825
CheXagent,XGB,NegBio,raw,Support_Devices,0.9090424799081515
CheXagent,XGB,NegBio,raw,No_Finding,0.8161134574380843
CheXFound,s2,5pct,raw,Atelectasis,0.7578215005760369
CheXFound,s2,5pct,raw,Cardiomegaly,0.8210445360126439
CheXFound,s2,5pct,raw,Consolidation,0.7508953760579444
CheXFound,s2,5pct,raw,Edema,0.8311138089516
CheXFound,s2,5pct,raw,Enlarged_Cardiomediastinum,0.6128449328449328
CheXFound,s2,5pct,raw,Fracture,0.6666199322350742
CheXFound,s2,5pct,raw,Lung_Lesion,0.7686357243319268
CheXFound,s2,5pct,raw,Lung_Opacity,0.6919012453998197
CheXFound,s2,5pct,raw,Pleural_Effusion,0.8840994234695022
CheXFound,s2,5pct,raw,Pneumonia,0.640183113829207
CheXFound,s2,5pct,raw,Pneumothorax,0.8646279306829765
CheXFound,s2,5pct,raw,Pleural_Other,0.7479901452282157
CheXFound,s2,5pct,raw,Support_Devices,0.7719706785788715
CheXFound,s2,5pct,raw,No_Finding,0.7635284552845528
CXR_Foundation,XGB,5pct,l2,Atelectasis,0.7941658266129032
CXR_Foundation,XGB,5pct,l2,Cardiomegaly,0.791794846466471
CXR_Foundation,XGB,5pct,l2,Consolidation,0.7304567918525781
CXR_Foundation,XGB,5pct,l2,Edema,0.8469705040694722
CXR_Foundation,XGB,5pct,l2,Enlarged_Cardiomediastinum,0.652014652014652
CXR_Foundation,XGB,5pct,l2,Fracture,0.6459866806869962
CXR_Foundation,XGB,5pct,l2,Lung_Lesion,0.7011361638537272
CXR_Foundation,XGB,5pct,l2,Lung_Opacity,0.725729326606712
CXR_Foundation,XGB,5pct,l2,Pleural_Effusion,0.9013028018933531
CXR_Foundation,XGB,5pct,l2,Pneumonia,0.6765152937600029
CXR_Foundation,XGB,5pct,l2,Pneumothorax,0.8407747196738022
CXR_Foundation,XGB,5pct,l2,Pleural_Other,0.6883590508298756
CXR_Foundation,XGB,5pct,l2,Support_Devices,0.8179960675226299
CXR_Foundation,XGB,5pct,l2,No_Finding,0.7906449864498645
EVA-X,i4,5pct,raw,Atelectasis,0.5963201337757471
EVA-X,i4,5pct,raw,Cardiomegaly,0.69855155018411
EVA-X,i4,5pct,raw,Consolidation,0.6142777277535927
EVA-X,i4,5pct,raw,Edema,0.7364099274235296
EVA-X,i4,5pct,raw,Enlarged_Cardiomediastinum,0.6738031302483088
EVA-X,i4,5pct,raw,Fracture,0.5406296695155032
EVA-X,i4,5pct,raw,Lung_Lesion,0.5966142935346562
EVA-X,i4,5pct,raw,Lung_Opacity,0.6000383121013229
EVA-X,i4,5pct,raw,Pleural_Effusion,0.7297869775407166
EVA-X,i4,5pct,raw,Pneumonia,0.6414977524081369
EVA-X,i4,5pct,raw,Pneumothorax,0.6602054470461691
EVA-X,i4,5pct,raw,Pleural_Other,0.6460879740817541
EVA-X,i4,5pct,raw,Support_Devices,0.6625561216775698
EVA-X,i4,5pct,raw,No_Finding,0.7517750677506775
MedSigLIP,LR,1pct,raw,Atelectasis,0.7650579637096775
MedSigLIP,LR,1pct,raw,Cardiomegaly,0.7209231767893429
MedSigLIP,LR,1pct,raw,Consolidation,0.634906660797535
MedSigLIP,LR,1pct,raw,Edema,0.8263320243301165
MedSigLIP,LR,1pct,raw,Enlarged_Cardiomediastinum,0.5744078144078143
MedSigLIP,LR,1pct,raw,Fracture,0.6218717139852787
MedSigLIP,LR,1pct,raw,Lung_Lesion,0.5563247187060478
MedSigLIP,LR,1pct,raw,Lung_Opacity,0.6772074772732811
MedSigLIP,LR,1pct,raw,Pleural_Effusion,0.8759281692352558
MedSigLIP,LR,1pct,raw,Pneumonia,0.6617669411585883
MedSigLIP,LR,1pct,raw,Pneumothorax,0.8891607203533809
MedSigLIP,LR,1pct,raw,Pleural_Other,0.5059971473029046
MedSigLIP,LR,1pct,raw,Support_Devices,0.7690530340784503
MedSigLIP,LR,1pct,raw,No_Finding,0.7472737127371273
EVA-X,s2,1pct,raw,Atelectasis,0.695438508064516
EVA-X,s2,1pct,raw,Cardiomegaly,0.8140804922104312
EVA-X,s2,1pct,raw,Consolidation,0.6267432321575062
EVA-X,s2,1pct,raw,Edema,0.8129901019535943
EVA-X,s2,1pct,raw,Enlarged_Cardiomediastinum,0.5394383394383395
EVA-X,s2,1pct,raw,Fracture,0.6429956770650777
EVA-X,s2,1pct,raw,Lung_Lesion,0.637570323488045
EVA-X,s2,1pct,raw,Lung_Opacity,0.6845360824742268
EVA-X,s2,1pct,raw,Pleural_Effusion,0.8604044686721852
EVA-X,s2,1pct,raw,Pneumonia,0.6240533605142923
EVA-X,s2,1pct,raw,Pneumothorax,0.800815494393476
EVA-X,s2,1pct,raw,Pleural_Other,0.5555303423236514
EVA-X,s2,1pct,raw,Support_Devices,0.744126201716155
EVA-X,s2,1pct,raw,No_Finding,0.7636531165311653
MedSigLIP,XGB,10pct,l2,Atelectasis,0.7582715293778801
MedSigLIP,XGB,10pct,l2,Cardiomegaly,0.8293985662677805
MedSigLIP,XGB,10pct,l2,Consolidation,0.7422517457332078
MedSigLIP,XGB,10pct,l2,Edema,0.8345329088363911
MedSigLIP,XGB,10pct,l2,Enlarged_Cardiomediastinum,0.6946520146520146
MedSigLIP,XGB,10pct,l2,Fracture,0.612781867040542
MedSigLIP,XGB,10pct,l2,Lung_Lesion,0.6655239099859352
MedSigLIP,XGB,10pct,l2,Lung_Opacity,0.7357461431600497
MedSigLIP,XGB,10pct,l2,Pleural_Effusion,0.9067961056150032
MedSigLIP,XGB,10pct,l2,Pneumonia,0.6897794229410872
MedSigLIP,XGB,10pct,l2,Pneumothorax,0.872579001019368
MedSigLIP,XGB,10pct,l2,Pleural_Other,0.7373735736514523
MedSigLIP,XGB,10pct,l2,Support_Devices,0.8180549640731042
MedSigLIP,XGB,10pct,l2,No_Finding,0.7950785907859078
Early_Fusion,s4,NegBio,raw,Atelectasis,0.7118663476509203
Early_Fusion,s4,NegBio,raw,Cardiomegaly,0.7746631876647867
Early_Fusion,s4,NegBio,raw,Consolidation,0.7244643166457045
Early_Fusion,s4,NegBio,raw,Edema,0.7890198077229187
Early_Fusion,s4,NegBio,raw,Enlarged_Cardiomediastinum,0.7376736631178472
Early_Fusion,s4,NegBio,raw,Fracture,0.6143551425870943
Early_Fusion,s4,NegBio,raw,Lung_Lesion,0.7044571587566375
Early_Fusion,s4,NegBio,raw,Lung_Opacity,0.7227410854993128
Early_Fusion,s4,NegBio,raw,Pleural_Effusion,0.8001722095499726
Early_Fusion,s4,NegBio,raw,Pneumonia,0.7403714494371707
Early_Fusion,s4,NegBio,raw,Pneumothorax,0.7994695785721035
Early_Fusion,s4,NegBio,raw,Pleural_Other,0.816027795187748
Early_Fusion,s4,NegBio,raw,Support_Devices,0.9072798087416106
Early_Fusion,s4,NegBio,raw,No_Finding,0.8287477447925209
BioViL-T,i2,CheXpert,raw,Atelectasis,0.6639544930875576
BioViL-T,i2,CheXpert,raw,Cardiomegaly,0.7867041092797471
BioViL-T,i2,CheXpert,raw,Consolidation,0.5999119630244703
BioViL-T,i2,CheXpert,raw,Edema,0.7914844591999802
BioViL-T,i2,CheXpert,raw,Enlarged_Cardiomediastinum,0.5929670329670329
BioViL-T,i2,CheXpert,raw,Fracture,0.5725668886552167
BioViL-T,i2,CheXpert,raw,Lung_Lesion,0.5557093881856541
BioViL-T,i2,CheXpert,raw,Lung_Opacity,0.5491457678340768
BioViL-T,i2,CheXpert,raw,Pleural_Effusion,0.7766729479327904
BioViL-T,i2,CheXpert,raw,Pneumonia,0.5175022129234731
BioViL-T,i2,CheXpert,raw,Pneumothorax,0.6962962962962964
BioViL-T,i2,CheXpert,raw,Pleural_Other,0.6150155601659751
BioViL-T,i2,CheXpert,raw,Support_Devices,0.6812881128639128
BioViL-T,i2,CheXpert,raw,No_Finding,0.6877723577235773
EVA-X,XGB,10pct,raw,Atelectasis,0.7223862327188939
EVA-X,XGB,10pct,raw,Cardiomegaly,0.8164794536012644
EVA-X,XGB,10pct,raw,Consolidation,0.6995338041977631
EVA-X,XGB,10pct,raw,Edema,0.795665423733013
EVA-X,XGB,10pct,raw,Enlarged_Cardiomediastinum,0.646007326007326
EVA-X,XGB,10pct,raw,Fracture,0.5421194064727188
EVA-X,XGB,10pct,raw,Lung_Lesion,0.6671721167369902
EVA-X,XGB,10pct,raw,Lung_Opacity,0.6594916039092393
EVA-X,XGB,10pct,raw,Pleural_Effusion,0.8853725015142339
EVA-X,XGB,10pct,raw,Pneumonia,0.5791064259721216
EVA-X,XGB,10pct,raw,Pneumothorax,0.7577981651376147
EVA-X,XGB,10pct,raw,Pleural_Other,0.7076957987551866
EVA-X,XGB,10pct,raw,Support_Devices,0.7432835279939836
EVA-X,XGB,10pct,raw,No_Finding,0.7568943089430894
CXR_Foundation,i2,5pct,raw,Atelectasis,0.775804651497696
CXR_Foundation,i2,5pct,raw,Cardiomegaly,0.7944583991871755
CXR_Foundation,i2,5pct,raw,Consolidation,0.7492746953720563
CXR_Foundation,i2,5pct,raw,Edema,0.8621458568189984
CXR_Foundation,i2,5pct,raw,Enlarged_Cardiomediastinum,0.6545543345543345
CXR_Foundation,i2,5pct,raw,Fracture,0.6688631849515131
CXR_Foundation,i2,5pct,raw,Lung_Lesion,0.7088827355836849
CXR_Foundation,i2,5pct,raw,Lung_Opacity,0.7155955253345031
CXR_Foundation,i2,5pct,raw,Pleural_Effusion,0.9000942189918568
CXR_Foundation,i2,5pct,raw,Pneumonia,0.6961901951843209
CXR_Foundation,i2,5pct,raw,Pneumothorax,0.8495412844036696
CXR_Foundation,i2,5pct,raw,Pleural_Other,0.7499027489626556
CXR_Foundation,i2,5pct,raw,Support_Devices,0.8243886085010375
CXR_Foundation,i2,5pct,raw,No_Finding,0.7787371273712737
CheXFound,LR,CheXpert,pca95,Atelectasis,0.7520881336405529
CheXFound,LR,CheXpert,pca95,Cardiomegaly,0.8360451004741477
CheXFound,LR,CheXpert,pca95,Consolidation,0.7934932671722122
CheXFound,LR,CheXpert,pca95,Edema,0.8501294550499857
CheXFound,LR,CheXpert,pca95,Enlarged_Cardiomediastinum,0.777094017094017
CheXFound,LR,CheXpert,pca95,Fracture,0.7182147447131675
CheXFound,LR,CheXpert,pca95,Lung_Lesion,0.7727013009845288
CheXFound,LR,CheXpert,pca95,Lung_Opacity,0.7195242621432575
CheXFound,LR,CheXpert,pca95,Pleural_Effusion,0.9050967987975862
CheXFound,LR,CheXpert,pca95,Pneumonia,0.6796938565667945
CheXFound,LR,CheXpert,pca95,Pneumothorax,0.8494733265375467
CheXFound,LR,CheXpert,pca95,Pleural_Other,0.7867608921161825
CheXFound,LR,CheXpert,pca95,Support_Devices,0.7983291501680817
CheXFound,LR,CheXpert,pca95,No_Finding,0.7982330623306234
CheXagent,LR,5pct,pca95,Atelectasis,0.7302437355990783
CheXagent,LR,5pct,pca95,Cardiomegaly,0.7868946150372543
CheXagent,LR,5pct,pca95,Consolidation,0.7312871405990516
CheXagent,LR,5pct,pca95,Edema,0.8475651301363922
CheXagent,LR,5pct,pca95,Enlarged_Cardiomediastinum,0.6357020757020757
CheXagent,LR,5pct,pca95,Fracture,0.8302605444561282
CheXagent,LR,5pct,pca95,Lung_Lesion,0.7851837201125176
CheXagent,LR,5pct,pca95,Lung_Opacity,0.6994418854037191
CheXagent,LR,5pct,pca95,Pleural_Effusion,0.8719575117212912
CheXagent,LR,5pct,pca95,Pneumonia,0.7350124728413938
CheXagent,LR,5pct,pca95,Pneumothorax,0.9151206252123684
CheXagent,LR,5pct,pca95,Pleural_Other,0.792984958506224
CheXagent,LR,5pct,pca95,Support_Devices,0.8887489466578472
CheXagent,LR,5pct,pca95,No_Finding,0.7084173441734417
BioViL-T,s4,10pct,raw,Atelectasis,0.5942863341150801
BioViL-T,s4,10pct,raw,Cardiomegaly,0.677050767938016
BioViL-T,s4,10pct,raw,Consolidation,0.5295263458660462
BioViL-T,s4,10pct,raw,Edema,0.6691571396550975
BioViL-T,s4,10pct,raw,Enlarged_Cardiomediastinum,0.5930786591749164
BioViL-T,s4,10pct,raw,Fracture,0.513980809798936
BioViL-T,s4,10pct,raw,Lung_Lesion,0.49630512844195396
BioViL-T,s4,10pct,raw,Lung_Opacity,0.5252125017006675
BioViL-T,s4,10pct,raw,Pleural_Effusion,0.614862933373586
BioViL-T,s4,10pct,raw,Pneumonia,0.5433210736568068
BioViL-T,s4,10pct,raw,Pneumothorax,0.6717871209341897
BioViL-T,s4,10pct,raw,Pleural_Other,0.5689373293876062
BioViL-T,s4,10pct,raw,Support_Devices,0.7524270231501567
BioViL-T,s4,10pct,raw,No_Finding,0.6774281842818428
CheXagent,LR,NegBio,l2,Atelectasis,0.7932670101261325
CheXagent,LR,NegBio,l2,Cardiomegaly,0.8446111071047971
CheXagent,LR,NegBio,l2,Consolidation,0.8007195093182355
CheXagent,LR,NegBio,l2,Edema,0.8710953143772527
CheXagent,LR,NegBio,l2,Enlarged_Cardiomediastinum,0.7202442002442002
CheXagent,LR,NegBio,l2,Fracture,0.845936907257662
CheXagent,LR,NegBio,l2,Lung_Lesion,0.8315808353698181
CheXagent,LR,NegBio,l2,Lung_Opacity,0.7579710852788902
CheXagent,LR,NegBio,l2,Pleural_Effusion,0.920354183221705
CheXagent,LR,NegBio,l2,Pneumonia,0.7971618828932261
CheXagent,LR,NegBio,l2,Pneumothorax,0.9130139313625552
CheXagent,LR,NegBio,l2,Pleural_Other,0.8543692375468076
CheXagent,LR,NegBio,l2,Support_Devices,0.9038714121699196
CheXagent,LR,NegBio,l2,No_Finding,0.8229047072330654
CheXFound,LR,CheXpert,l2,Atelectasis,0.7640048963133641
CheXFound,LR,CheXpert,l2,Cardiomegaly,0.8377455407541208
CheXFound,LR,CheXpert,l2,Consolidation,0.7885912083074892
CheXFound,LR,CheXpert,l2,Edema,0.8588382493217547
CheXFound,LR,CheXpert,l2,Enlarged_Cardiomediastinum,0.7597069597069597
CheXFound,LR,CheXpert,l2,Fracture,0.704428087393387
CheXFound,LR,CheXpert,l2,Lung_Lesion,0.7728990857946554
CheXFound,LR,CheXpert,l2,Lung_Opacity,0.7217615948916671
CheXFound,LR,CheXpert,l2,Pleural_Effusion,0.9066110325952846
CheXFound,LR,CheXpert,l2,Pneumonia,0.6861225110199118
CheXFound,LR,CheXpert,l2,Pneumothorax,0.8613659531090724
CheXFound,LR,CheXpert,l2,Pleural_Other,0.8028397302904564
CheXFound,LR,CheXpert,l2,Support_Devices,0.8168860940713827
CheXFound,LR,CheXpert,l2,No_Finding,0.7999024390243903
CXR_Foundation,XGB,CheXpert,l2,Atelectasis,0.7951108870967741
CXR_Foundation,XGB,CheXpert,l2,Cardiomegaly,0.806911831113118
CXR_Foundation,XGB,CheXpert,l2,Consolidation,0.7906620780727907
CXR_Foundation,XGB,CheXpert,l2,Edema,0.8616936932472776
CXR_Foundation,XGB,CheXpert,l2,Enlarged_Cardiomediastinum,0.6891330891330891
CXR_Foundation,XGB,CheXpert,l2,Fracture,0.5744596331347119
CXR_Foundation,XGB,CheXpert,l2,Lung_Lesion,0.7093332454289734
CXR_Foundation,XGB,CheXpert,l2,Lung_Opacity,0.7410397016889669
CXR_Foundation,XGB,CheXpert,l2,Pleural_Effusion,0.9099255221302466
CXR_Foundation,XGB,CheXpert,l2,Pneumonia,0.7203132963171589
CXR_Foundation,XGB,CheXpert,l2,Pneumothorax,0.8861705742439688
CXR_Foundation,XGB,CheXpert,l2,Pleural_Other,0.788576244813278
CXR_Foundation,XGB,CheXpert,l2,Support_Devices,0.8454373295397914
CXR_Foundation,XGB,CheXpert,l2,No_Finding,0.8007127371273712
Early_Fusion,LR,5pct,pca95,Atelectasis,0.7484158986175116
Early_Fusion,LR,5pct,pca95,Cardiomegaly,0.7614656242944231
Early_Fusion,LR,5pct,pca95,Consolidation,0.6735829048200244
Early_Fusion,LR,5pct,pca95,Edema,0.8337400740804976
Early_Fusion,LR,5pct,pca95,Enlarged_Cardiomediastinum,0.5902319902319902
Early_Fusion,LR,5pct,pca95,Fracture,0.7489426334852203
Early_Fusion,LR,5pct,pca95,Lung_Lesion,0.7652953586497889
Early_Fusion,LR,5pct,pca95,Lung_Opacity,0.6812751334356949
Early_Fusion,LR,5pct,pca95,Pleural_Effusion,0.8749579379500639
Early_Fusion,LR,5pct,pca95,Pneumonia,0.6747315433241239
Early_Fusion,LR,5pct,pca95,Pneumothorax,0.9305470608222901
Early_Fusion,LR,5pct,pca95,Pleural_Other,0.7489950726141078
Early_Fusion,LR,5pct,pca95,Support_Devices,0.8473673241937968
Early_Fusion,LR,5pct,pca95,No_Finding,0.6853441734417344
MedSigLIP,LR,1pct,pca95,Atelectasis,0.6755112327188941
MedSigLIP,LR,1pct,pca95,Cardiomegaly,0.7437697561526304
MedSigLIP,LR,1pct,pca95,Consolidation,0.6004521899197663
MedSigLIP,LR,1pct,pca95,Edema,0.7537752561227903
MedSigLIP,LR,1pct,pca95,Enlarged_Cardiomediastinum,0.5136996336996337
MedSigLIP,LR,1pct,pca95,Fracture,0.6334618530202126
MedSigLIP,LR,1pct,pca95,Lung_Lesion,0.5219980661040787
MedSigLIP,LR,1pct,pca95,Lung_Opacity,0.588823084984524
MedSigLIP,LR,1pct,pca95,Pleural_Effusion,0.7944006999125109
MedSigLIP,LR,1pct,pca95,Pneumonia,0.667829010309094
MedSigLIP,LR,1pct,pca95,Pneumothorax,0.7837580699966021
MedSigLIP,LR,1pct,pca95,Pleural_Other,0.4496563796680497
MedSigLIP,LR,1pct,pca95,Support_Devices,0.752661671031052
MedSigLIP,LR,1pct,pca95,No_Finding,0.6147533875338753
CheXFound,i2,10pct,raw,Atelectasis,0.7483618951612905
CheXFound,i2,10pct,raw,Cardiomegaly,0.8150330209979679
CheXFound,i2,10pct,raw,Consolidation,0.7637007543168131
CheXFound,i2,10pct,raw,Edema,0.8532760179874386
CheXFound,i2,10pct,raw,Enlarged_Cardiomediastinum,0.5906715506715506
CheXFound,i2,10pct,raw,Fracture,0.6976282275966819
CheXFound,i2,10pct,raw,Lung_Lesion,0.7223101265822784
CheXFound,i2,10pct,raw,Lung_Opacity,0.6788818210621238
CheXFound,i2,10pct,raw,Pleural_Effusion,0.8929436705027256
CheXFound,i2,10pct,raw,Pneumonia,0.6259578158668848
CheXFound,i2,10pct,raw,Pneumothorax,0.8
CheXFound,i2,10pct,raw,Pleural_Other,0.699721213692946
CheXFound,i2,10pct,raw,Support_Devices,0.7955927258229659
CheXFound,i2,10pct,raw,No_Finding,0.7668834688346884
Early_Fusion,LR,NegBio,l2,Atelectasis,0.7922277491561557
Early_Fusion,LR,NegBio,l2,Cardiomegaly,0.8387699013645504
