Model,Head,Label,Var,Disease,AUC
EVA-X,XGB,5pct,pca95,Edema,0.8006887751941826
EVA-X,XGB,5pct,pca95,Enlarged_Cardiomediastinum,0.581929181929182
EVA-X,XGB,5pct,pca95,Fracture,0.5735483117186587
EVA-X,XGB,5pct,pca95,Lung_Lesion,0.658623417721519
EVA-X,XGB,5pct,pca95,Lung_Opacity,0.6787502132533938
EVA-X,XGB,5pct,pca95,Pleural_Effusion,0.844252641496736
EVA-X,XGB,5pct,pca95,Pneumonia,0.590586804717327
EVA-X,XGB,5pct,pca95,Pneumothorax,0.6810057764186205
EVA-X,XGB,5pct,pca95,Pleural_Other,0.6521330394190872
EVA-X,XGB,5pct,pca95,Support_Devices,0.7497077824995696
EVA-X,XGB,5pct,pca95,No_Finding,0.7567642276422765
BioViL-T,i2,1pct,raw,Atelectasis,0.6116341445852534
BioViL-T,i2,1pct,raw,Cardiomegaly,0.6779323775118538
BioViL-T,i2,1pct,raw,Consolidation,0.543288181036035
BioViL-T,i2,1pct,raw,Edema,0.5680661025977727
BioViL-T,i2,1pct,raw,Enlarged_Cardiomediastinum,0.5808547008547008
BioViL-T,i2,1pct,raw,Fracture,0.5280289753475873
BioViL-T,i2,1pct,raw,Lung_Lesion,0.5734880450070323
BioViL-T,i2,1pct,raw,Lung_Opacity,0.5167507494333552
BioViL-T,i2,1pct,raw,Pleural_Effusion,0.722166139488974
BioViL-T,i2,1pct,raw,Pneumonia,0.5296442334343678
BioViL-T,i2,1pct,raw,Pneumothorax,0.6861705742439687
BioViL-T,i2,1pct,raw,Pleural_Other,0.44881353734439833
BioViL-T,i2,1pct,raw,Support_Devices,0.6445185433523917
BioViL-T,i2,1pct,raw,No_Finding,0.6928130081300813
Early_Fusion,LR,CheXpert,raw,Atelectasis,0.7839321716589861
Early_Fusion,LR,CheXpert,raw,Cardiomegaly,0.8376961503725446
Early_Fusion,LR,CheXpert,raw,Consolidation,0.7893515276416095
Early_Fusion,LR,CheXpert,raw,Edema,0.8736791249086381
Early_Fusion,LR,CheXpert,raw,Enlarged_Cardiomediastinum,0.7104761904761905
Early_Fusion,LR,CheXpert,raw,Fracture,0.7718425049655334
Early_Fusion,LR,CheXpert,raw,Lung_Lesion,0.8183676160337553
Early_Fusion,LR,CheXpert,raw,Lung_Opacity,0.7618239867417318
Early_Fusion,LR,CheXpert,raw,Pleural_Effusion,0.9197960831819099
Early_Fusion,LR,CheXpert,raw,Pneumonia,0.7869200575807159
Early_Fusion,LR,CheXpert,raw,Pneumothorax,0.9062861026163779
Early_Fusion,LR,CheXpert,raw,Pleural_Other,0.8326957987551867
Early_Fusion,LR,CheXpert,raw,Support_Devices,0.9041345378432989
Early_Fusion,LR,CheXpert,raw,No_Finding,0.8261734417344173
CheXagent,XGB,NegBio,pca95,Atelectasis,0.7640788772428496
CheXagent,XGB,NegBio,pca95,Cardiomegaly,0.844314639872439
CheXagent,XGB,NegBio,pca95,Consolidation,0.8186679248250374
CheXagent,XGB,NegBio,pca95,Edema,0.8726346615939127
CheXagent,XGB,NegBio,pca95,Enlarged_Cardiomediastinum,0.6728449328449327
CheXagent,XGB,NegBio,pca95,Fracture,0.8169611660177698
CheXagent,XGB,NegBio,pca95,Lung_Lesion,0.7681321884178195
CheXagent,XGB,NegBio,pca95,Lung_Opacity,0.7539708899091531
CheXagent,XGB,NegBio,pca95,Pleural_Effusion,0.9192984447723919
CheXagent,XGB,NegBio,pca95,Pneumonia,0.7795912743972445
CheXagent,XGB,NegBio,pca95,Pneumothorax,0.909819911654774
CheXagent,XGB,NegBio,pca95,Pleural_Other,0.8328455898549356
CheXagent,XGB,NegBio,pca95,Support_Devices,0.8851067738231917
CheXagent,XGB,NegBio,pca95,No_Finding,0.8282146957520092
CXR_Foundation,i2,1pct,raw,Atelectasis,0.7570654521889402
CXR_Foundation,i2,1pct,raw,Cardiomegaly,0.7874379092345902
CXR_Foundation,i2,1pct,raw,Consolidation,0.689369535204786
CXR_Foundation,i2,1pct,raw,Edema,0.8601327998216122
CXR_Foundation,i2,1pct,raw,Enlarged_Cardiomediastinum,0.5986813186813186
CXR_Foundation,i2,1pct,raw,Fracture,0.6665030961560929
CXR_Foundation,i2,1pct,raw,Lung_Lesion,0.677632735583685
CXR_Foundation,i2,1pct,raw,Lung_Opacity,0.713285077136799
CXR_Foundation,i2,1pct,raw,Pleural_Effusion,0.8912135181820221
CXR_Foundation,i2,1pct,raw,Pneumonia,0.6798279731409207
CXR_Foundation,i2,1pct,raw,Pneumothorax,0.8421338769962623
CXR_Foundation,i2,1pct,raw,Pleural_Other,0.6019190871369295
CXR_Foundation,i2,1pct,raw,Support_Devices,0.8123374681732102
CXR_Foundation,i2,1pct,raw,No_Finding,0.7770189701897019
Early_Fusion,i4,5pct,raw,Atelectasis,0.6515449769386057
Early_Fusion,i4,5pct,raw,Cardiomegaly,0.700885497330654
Early_Fusion,i4,5pct,raw,Consolidation,0.6364508682246606
Early_Fusion,i4,5pct,raw,Edema,0.7583258424689755
Early_Fusion,i4,5pct,raw,Enlarged_Cardiomediastinum,0.6346899013123305
Early_Fusion,i4,5pct,raw,Fracture,0.6778176025471647
Early_Fusion,i4,5pct,raw,Lung_Lesion,0.6114599694702632
Early_Fusion,i4,5pct,raw,Lung_Opacity,0.6583012056245428
Early_Fusion,i4,5pct,raw,Pleural_Effusion,0.7719370197660378
Early_Fusion,i4,5pct,raw,Pneumonia,0.7058273947608413
Early_Fusion,i4,5pct,raw,Pneumothorax,0.7320893885555306
Early_Fusion,i4,5pct,raw,Pleural_Other,0.701104752105111
Early_Fusion,i4,5pct,raw,Support_Devices,0.746712501763996
Early_Fusion,i4,5pct,raw,No_Finding,0.7835352303523035
CheXFound,XGB,NegBio,l2,Atelectasis,0.7317107834428851
CheXFound,XGB,NegBio,l2,Cardiomegaly,0.8244112721649319
CheXFound,XGB,NegBio,l2,Consolidation,0.6979830148619958
CheXFound,XGB,NegBio,l2,Edema,0.8416349619543452
CheXFound,XGB,NegBio,l2,Enlarged_Cardiomediastinum,0.6442246642246643
CheXFound,XGB,NegBio,l2,Fracture,0.6044723969252271
CheXFound,XGB,NegBio,l2,Lung_Lesion,0.6876219088402125
CheXFound,XGB,NegBio,l2,Lung_Opacity,0.6474650776594706
CheXFound,XGB,NegBio,l2,Pleural_Effusion,0.9044102622318084
CheXFound,XGB,NegBio,l2,Pneumonia,0.672385763490241
CheXFound,XGB,NegBio,l2,Pneumothorax,0.8271831464492014
CheXFound,XGB,NegBio,l2,Pleural_Other,0.7391516410207999
CheXFound,XGB,NegBio,l2,Support_Devices,0.7921285878300804
CheXFound,XGB,NegBio,l2,No_Finding,0.7777441774643268
EVA-X,LR,10pct,l2,Atelectasis,0.7527361751152073
EVA-X,LR,10pct,l2,Cardiomegaly,0.8193088168886882
EVA-X,LR,10pct,l2,Consolidation,0.738190039816723
EVA-X,LR,10pct,l2,Edema,0.8476890105670007
EVA-X,LR,10pct,l2,Enlarged_Cardiomediastinum,0.5984371184371183
EVA-X,LR,10pct,l2,Fracture,0.6210772286482065
EVA-X,LR,10pct,l2,Lung_Lesion,0.6772591420534457
EVA-X,LR,10pct,l2,Lung_Opacity,0.6973897784601886
EVA-X,LR,10pct,l2,Pleural_Effusion,0.8959777463714472
EVA-X,LR,10pct,l2,Pneumonia,0.6602201300036659
EVA-X,LR,10pct,l2,Pneumothorax,0.9007135575942916
EVA-X,LR,10pct,l2,Pleural_Other,0.7627723029045643
EVA-X,LR,10pct,l2,Support_Devices,0.7830975961146398
EVA-X,LR,10pct,l2,No_Finding,0.7646991869918699
EVA-X,LR,5pct,raw,Atelectasis,0.7331599222350231
EVA-X,LR,5pct,raw,Cardiomegaly,0.8155763151953037
EVA-X,LR,5pct,raw,Consolidation,0.7409912163108506
EVA-X,LR,5pct,raw,Edema,0.8191841234840133
EVA-X,LR,5pct,raw,Enlarged_Cardiomediastinum,0.61997557997558
EVA-X,LR,5pct,raw,Fracture,0.6161701133309966
EVA-X,LR,5pct,raw,Lung_Lesion,0.6643591772151899
EVA-X,LR,5pct,raw,Lung_Opacity,0.6907655187541126
EVA-X,LR,5pct,raw,Pleural_Effusion,0.8872400565313951
EVA-X,LR,5pct,raw,Pneumonia,0.6255197017247391
EVA-X,LR,5pct,raw,Pneumothorax,0.890995582738702
EVA-X,LR,5pct,raw,Pleural_Other,0.7385567946058091
EVA-X,LR,5pct,raw,Support_Devices,0.7718075804390965
EVA-X,LR,5pct,raw,No_Finding,0.7546016260162602
BioViL-T,LR,1pct,l2,Atelectasis,0.5911308323732718
BioViL-T,LR,1pct,l2,Cardiomegaly,0.6596932151727251
BioViL-T,LR,1pct,l2,Consolidation,0.49448768482762756
BioViL-T,LR,1pct,l2,Edema,0.6791992368965474
BioViL-T,LR,1pct,l2,Enlarged_Cardiomediastinum,0.4765323565323565
BioViL-T,LR,1pct,l2,Fracture,0.4961794602173151
BioViL-T,LR,1pct,l2,Lung_Lesion,0.5665436005625879
BioViL-T,LR,1pct,l2,Lung_Opacity,0.5180180838877921
BioViL-T,LR,1pct,l2,Pleural_Effusion,0.7365345357471342
BioViL-T,LR,1pct,l2,Pneumonia,0.4703915309853991
BioViL-T,LR,1pct,l2,Pneumothorax,0.637037037037037
BioViL-T,LR,1pct,l2,Pleural_Other,0.531736255186722
BioViL-T,LR,1pct,l2,Support_Devices,0.6345967398494061
BioViL-T,LR,1pct,l2,No_Finding,0.6664878048780489
MedSigLIP,LR,NegBio,l2,Atelectasis,0.7993604547877066
MedSigLIP,LR,NegBio,l2,Cardiomegaly,0.8332492007403669
MedSigLIP,LR,NegBio,l2,Consolidation,0.7981638751277815
MedSigLIP,LR,NegBio,l2,Edema,0.8543001601922307
MedSigLIP,LR,NegBio,l2,Enlarged_Cardiomediastinum,0.7186813186813187
MedSigLIP,LR,NegBio,l2,Fracture,0.7600828591394628
MedSigLIP,LR,NegBio,l2,Lung_Lesion,0.7312961011591149
MedSigLIP,LR,NegBio,l2,Lung_Opacity,0.7513040929959949
MedSigLIP,LR,NegBio,l2,Pleural_Effusion,0.9125042570098763
MedSigLIP,LR,NegBio,l2,Pneumonia,0.730443168771527
MedSigLIP,LR,NegBio,l2,Pneumothorax,0.9084607543323139
MedSigLIP,LR,NegBio,l2,Pleural_Other,0.8355832467982001
MedSigLIP,LR,NegBio,l2,Support_Devices,0.8897175660160734
MedSigLIP,LR,NegBio,l2,No_Finding,0.7988098655076268
CXR_Foundation,LR,NegBio,l2,Atelectasis,0.7865073725350862
CXR_Foundation,LR,NegBio,l2,Cardiomegaly,0.8304848441143242
CXR_Foundation,LR,NegBio,l2,Consolidation,0.8241527089722419
CXR_Foundation,LR,NegBio,l2,Edema,0.8705821986383661
CXR_Foundation,LR,NegBio,l2,Enlarged_Cardiomediastinum,0.6275946275946275
CXR_Foundation,LR,NegBio,l2,Fracture,0.7014575222122392
CXR_Foundation,LR,NegBio,l2,Lung_Lesion,0.7417438288904333
CXR_Foundation,LR,NegBio,l2,Lung_Opacity,0.7452622838722281
CXR_Foundation,LR,NegBio,l2,Pleural_Effusion,0.9122091043251219
CXR_Foundation,LR,NegBio,l2,Pneumonia,0.7192468427095293
CXR_Foundation,LR,NegBio,l2,Pneumothorax,0.8619096160380564
CXR_Foundation,LR,NegBio,l2,Pleural_Other,0.8491771295509614
CXR_Foundation,LR,NegBio,l2,Support_Devices,0.8635683122847302
CXR_Foundation,LR,NegBio,l2,No_Finding,0.8093017057569296
MedSigLIP,LR,10pct,pca95,Atelectasis,0.7632758496543779
MedSigLIP,LR,10pct,pca95,Cardiomegaly,0.8071235041770152
MedSigLIP,LR,10pct,pca95,Consolidation,0.7485744012485244
MedSigLIP,LR,10pct,pca95,Edema,0.8319685839227978
MedSigLIP,LR,10pct,pca95,Enlarged_Cardiomediastinum,0.6162637362637362
MedSigLIP,LR,10pct,pca95,Fracture,0.6969038439069984
MedSigLIP,LR,10pct,pca95,Lung_Lesion,0.7042238045007032
MedSigLIP,LR,10pct,pca95,Lung_Opacity,0.696010333650167
MedSigLIP,LR,10pct,pca95,Pleural_Effusion,0.8796240213563049
MedSigLIP,LR,10pct,pca95,Pneumonia,0.7153062775497796
MedSigLIP,LR,10pct,pca95,Pneumothorax,0.8899082568807339
MedSigLIP,LR,10pct,pca95,Pleural_Other,0.7550894709543569
MedSigLIP,LR,10pct,pca95,Support_Devices,0.8616565334396491
MedSigLIP,LR,10pct,pca95,No_Finding,0.7100704607046071
MedSigLIP,XGB,1pct,raw,Atelectasis,0.7702602966589862
MedSigLIP,XGB,1pct,raw,Cardiomegaly,0.8045904831790472
MedSigLIP,XGB,1pct,raw,Consolidation,0.6964224974489286
MedSigLIP,XGB,1pct,raw,Edema,0.8291069459757442
MedSigLIP,XGB,1pct,raw,Enlarged_Cardiomediastinum,0.5728205128205128
MedSigLIP,XGB,1pct,raw,Fracture,0.5951980371538731
MedSigLIP,XGB,1pct,raw,Lung_Lesion,0.624318741209564
MedSigLIP,XGB,1pct,raw,Lung_Opacity,0.7039847919865467
MedSigLIP,XGB,1pct,raw,Pleural_Effusion,0.8896235726944388
MedSigLIP,XGB,1pct,raw,Pneumonia,0.6329944654560411
MedSigLIP,XGB,1pct,raw,Pneumothorax,0.7611620795107034
MedSigLIP,XGB,1pct,raw,Pleural_Other,0.5157546680497925
MedSigLIP,XGB,1pct,raw,Support_Devices,0.8055417123492475
MedSigLIP,XGB,1pct,raw,No_Finding,0.773360433604336
CXR_Foundation,i4,CheXpert,raw,Atelectasis,0.6066287114482966
CXR_Foundation,i4,CheXpert,raw,Cardiomegaly,0.7596544339159539
CXR_Foundation,i4,CheXpert,raw,Consolidation,0.6600112989190418
CXR_Foundation,i4,CheXpert,raw,Edema,0.7798104250313123
CXR_Foundation,i4,CheXpert,raw,Enlarged_Cardiomediastinum,0.6974253299867592
CXR_Foundation,i4,CheXpert,raw,Fracture,0.6826943950629818
CXR_Foundation,i4,CheXpert,raw,Lung_Lesion,0.6407406515786338
CXR_Foundation,i4,CheXpert,raw,Lung_Opacity,0.7154973231166328
CXR_Foundation,i4,CheXpert,raw,Pleural_Effusion,0.7583449304964822
CXR_Foundation,i4,CheXpert,raw,Pneumonia,0.7114016072609376
CXR_Foundation,i4,CheXpert,raw,Pneumothorax,0.7166030467892444
CXR_Foundation,i4,CheXpert,raw,Pleural_Other,0.6767926247005823
CXR_Foundation,i4,CheXpert,raw,Support_Devices,0.7803213181195703
CXR_Foundation,i4,CheXpert,raw,No_Finding,0.7969891598915989
BioViL-T,LR,NegBio,pca95,Atelectasis,0.5011192041215136
BioViL-T,LR,NegBio,pca95,Cardiomegaly,0.5278799387835227
BioViL-T,LR,NegBio,pca95,Consolidation,0.6259927655893686
BioViL-T,LR,NegBio,pca95,Edema,0.4978599319183019
BioViL-T,LR,NegBio,pca95,Enlarged_Cardiomediastinum,0.5517460317460318
BioViL-T,LR,NegBio,pca95,Fracture,0.5884246780473195
BioViL-T,LR,NegBio,pca95,Lung_Lesion,0.5976728022778737
BioViL-T,LR,NegBio,pca95,Lung_Opacity,0.5693611409592654
BioViL-T,LR,NegBio,pca95,Pleural_Effusion,0.6214042456578499
BioViL-T,LR,NegBio,pca95,Pneumonia,0.5902181400688863
BioViL-T,LR,NegBio,pca95,Pneumothorax,0.5929323819232076
BioViL-T,LR,NegBio,pca95,Pleural_Other,0.5858428521979924
BioViL-T,LR,NegBio,pca95,Support_Devices,0.580601607347876
BioViL-T,LR,NegBio,pca95,No_Finding,0.6347947761194029
CheXagent,LR,CheXpert,l2,Atelectasis,0.790745607718894
CheXagent,LR,CheXpert,l2,Cardiomegaly,0.8271971664032514
CheXagent,LR,CheXpert,l2,Consolidation,0.8201044438664239
CheXagent,LR,CheXpert,l2,Edema,0.8619228720439033
CheXagent,LR,CheXpert,l2,Enlarged_Cardiomediastinum,0.7321611721611722
CheXagent,LR,CheXpert,l2,Fracture,0.8005374459633134
CheXagent,LR,CheXpert,l2,Lung_Lesion,0.799600035161744
CheXagent,LR,CheXpert,l2,Lung_Opacity,0.7601715775876776
CheXagent,LR,CheXpert,l2,Pleural_Effusion,0.9197456087219865
CheXagent,LR,CheXpert,l2,Pneumonia,0.7819175093658074
CheXagent,LR,CheXpert,l2,Pneumothorax,0.8893645939517499
CheXagent,LR,CheXpert,l2,Pleural_Other,0.8009595435684648
CheXagent,LR,CheXpert,l2,Support_Devices,0.8979549305473755
CheXagent,LR,CheXpert,l2,No_Finding,0.8162601626016259
Early_Fusion,LR,1pct,pca95,Atelectasis,0.7056271601382489
Early_Fusion,LR,1pct,pca95,Cardiomegaly,0.6903364190562203
Early_Fusion,LR,1pct,pca95,Consolidation,0.6689809720082435
Early_Fusion,LR,1pct,pca95,Edema,0.7432578075641392
Early_Fusion,LR,1pct,pca95,Enlarged_Cardiomediastinum,0.5634188034188033
Early_Fusion,LR,1pct,pca95,Fracture,0.6830003505082369
Early_Fusion,LR,1pct,pca95,Lung_Lesion,0.7234748593530239
Early_Fusion,LR,1pct,pca95,Lung_Opacity,0.6325607467524554
Early_Fusion,LR,1pct,pca95,Pleural_Effusion,0.7350203019494359
Early_Fusion,LR,1pct,pca95,Pneumonia,0.6841554679327272
Early_Fusion,LR,1pct,pca95,Pneumothorax,0.7209650016989466
Early_Fusion,LR,1pct,pca95,Pleural_Other,0.485088174273859
Early_Fusion,LR,1pct,pca95,Support_Devices,0.8164783487219448
Early_Fusion,LR,1pct,pca95,No_Finding,0.6388834688346884
BioViL-T,i4,CheXpert,raw,Atelectasis,0.6081318180597793
BioViL-T,i4,CheXpert,raw,Cardiomegaly,0.6880062472239702
BioViL-T,i4,CheXpert,raw,Consolidation,0.5696232797542418
BioViL-T,i4,CheXpert,raw,Edema,0.6931350595848834
BioViL-T,i4,CheXpert,raw,Enlarged_Cardiomediastinum,0.6021376569243583
BioViL-T,i4,CheXpert,raw,Fracture,0.6797743233337865
BioViL-T,i4,CheXpert,raw,Lung_Lesion,0.5492755702739023
BioViL-T,i4,CheXpert,raw,Lung_Opacity,0.5820834059206085
BioViL-T,i4,CheXpert,raw,Pleural_Effusion,0.6462325937551898
BioViL-T,i4,CheXpert,raw,Pneumonia,0.579867698507359
BioViL-T,i4,CheXpert,raw,Pneumothorax,0.6507675031291913
BioViL-T,i4,CheXpert,raw,Pleural_Other,0.555425843125783
BioViL-T,i4,CheXpert,raw,Support_Devices,0.6381121031812065
BioViL-T,i4,CheXpert,raw,No_Finding,0.7005420054200542
BioViL-T,XGB,10pct,l2,Atelectasis,0.6010584677419355
BioViL-T,XGB,10pct,l2,Cardiomegaly,0.7220944344095732
BioViL-T,XGB,10pct,l2,Consolidation,0.5564537105584345
BioViL-T,XGB,10pct,l2,Edema,0.7109497912614744
BioViL-T,XGB,10pct,l2,Enlarged_Cardiomediastinum,0.595018315018315
BioViL-T,XGB,10pct,l2,Fracture,0.5524009814230635
BioViL-T,XGB,10pct,l2,Lung_Lesion,0.550259317862166
BioViL-T,XGB,10pct,l2,Lung_Opacity,0.5492651897345908
BioViL-T,XGB,10pct,l2,Pleural_Effusion,0.7312178926352154
BioViL-T,XGB,10pct,l2,Pneumonia,0.5367255885482328
BioViL-T,XGB,10pct,l2,Pneumothorax,0.7011213047910296
BioViL-T,XGB,10pct,l2,Pleural_Other,0.5437305497925311
BioViL-T,XGB,10pct,l2,Support_Devices,0.6858593912814983
BioViL-T,XGB,10pct,l2,No_Finding,0.6896205962059619
CheXFound,LR,10pct,l2,Atelectasis,0.7242043490783411
CheXFound,LR,10pct,l2,Cardiomegaly,0.8095577444118311
CheXFound,LR,10pct,l2,Consolidation,0.7091578462954441
CheXFound,LR,10pct,l2,Edema,0.8387572315201368
CheXFound,LR,10pct,l2,Enlarged_Cardiomediastinum,0.4480586080586081
CheXFound,LR,10pct,l2,Fracture,0.6503096156093001
CheXFound,LR,10pct,l2,Lung_Lesion,0.7287710970464135
CheXFound,LR,10pct,l2,Lung_Opacity,0.6723842948014916
CheXFound,LR,10pct,l2,Pleural_Effusion,0.8693777059918791
CheXFound,LR,10pct,l2,Pneumonia,0.6309737757392059
CheXFound,LR,10pct,l2,Pneumothorax,0.7677879714576963
CheXFound,LR,10pct,l2,Pleural_Other,0.6447419605809128
CheXFound,LR,10pct,l2,Support_Devices,0.7808323441733189
CheXFound,LR,10pct,l2,No_Finding,0.7622222222222221
CheXagent,i2,CheXpert,raw,Atelectasis,0.789530529953917
CheXagent,i2,CheXpert,raw,Cardiomegaly,0.8532964551817566
CheXagent,i2,CheXpert,raw,Consolidation,0.7931331159086817
CheXagent,i2,CheXpert,raw,Edema,0.8828834409028407
CheXagent,i2,CheXpert,raw,Enlarged_Cardiomediastinum,0.7549206349206349
CheXagent,i2,CheXpert,raw,Fracture,0.8140904311251315
CheXagent,i2,CheXpert,raw,Lung_Lesion,0.7887658227848101
CheXagent,i2,CheXpert,raw,Lung_Opacity,0.7698666861641197
CheXagent,i2,CheXpert,raw,Pleural_Effusion,0.9269522399443659
CheXagent,i2,CheXpert,raw,Pneumonia,0.7840812567617105
CheXagent,i2,CheXpert,raw,Pneumothorax,0.9235474006116209
CheXagent,i2,CheXpert,raw,Pleural_Other,0.8408648858921162
CheXagent,i2,CheXpert,raw,Support_Devices,0.9195110680209854
CheXagent,i2,CheXpert,raw,No_Finding,0.8285745257452575
EVA-X,s2,10pct,raw,Atelectasis,0.7625018001152073
EVA-X,s2,10pct,raw,Cardiomegaly,0.8304428200496727
EVA-X,s2,10pct,raw,Consolidation,0.7613997879109226
EVA-X,s2,10pct,raw,Edema,0.8694052500526491
EVA-X,s2,10pct,raw,Enlarged_Cardiomediastinum,0.6389255189255189
EVA-X,s2,10pct,raw,Fracture,0.6264984227129338
EVA-X,s2,10pct,raw,Lung_Lesion,0.6922028832630099
EVA-X,s2,10pct,raw,Lung_Opacity,0.7149277375642806
EVA-X,s2,10pct,raw,Pleural_Effusion,0.9010308006371
EVA-X,s2,10pct,raw,Pneumonia,0.6965925449066996
EVA-X,s2,10pct,raw,Pneumothorax,0.9034998301053347
EVA-X,s2,10pct,raw,Pleural_Other,0.7395617219917012
EVA-X,s2,10pct,raw,Support_Devices,0.7908810017850185
EVA-X,s2,10pct,raw,No_Finding,0.7863035230352304
CheXFound,LR,5pct,pca95,Atelectasis,0.7379032258064517
CheXFound,LR,5pct,pca95,Cardiomegaly,0.7712801986904493
CheXFound,LR,5pct,pca95,Consolidation,0.6554152744152544
CheXFound,LR,5pct,pca95,Edema,0.8044919044138598
CheXFound,LR,5pct,pca95,Enlarged_Cardiomediastinum,0.6824420024420025
CheXFound,LR,5pct,pca95,Fracture,0.6265217899287301
CheXFound,LR,5pct,pca95,Lung_Lesion,0.7312763713080169
CheXFound,LR,5pct,pca95,Lung_Opacity,0.6559625648899613
CheXFound,LR,5pct,pca95,Pleural_Effusion,0.8823496421921619
CheXFound,LR,5pct,pca95,Pneumonia,0.5800720653058306
CheXFound,LR,5pct,pca95,Pneumothorax,0.7798844716275909
CheXFound,LR,5pct,pca95,Pleural_Other,0.6321641597510373
CheXFound,LR,5pct,pca95,Support_Devices,0.7390339153520655
CheXFound,LR,5pct,pca95,No_Finding,0.7361734417344172
MedSigLIP,i4,10pct,raw,Atelectasis,0.6810783708885038
MedSigLIP,i4,10pct,raw,Cardiomegaly,0.6946675962050789
MedSigLIP,i4,10pct,raw,Consolidation,0.6123792842612807
MedSigLIP,i4,10pct,raw,Edema,0.7501967092640203
MedSigLIP,i4,10pct,raw,Enlarged_Cardiomediastinum,0.6632355383427302
MedSigLIP,i4,10pct,raw,Fracture,0.628869254689887
MedSigLIP,i4,10pct,raw,Lung_Lesion,0.6004095204106934
MedSigLIP,i4,10pct,raw,Lung_Opacity,0.6577483235085246
MedSigLIP,i4,10pct,raw,Pleural_Effusion,0.8061715614362142
MedSigLIP,i4,10pct,raw,Pneumonia,0.6872040831288572
MedSigLIP,i4,10pct,raw,Pneumothorax,0.6797311667671054
MedSigLIP,i4,10pct,raw,Pleural_Other,0.6966100595533836
MedSigLIP,i4,10pct,raw,Support_Devices,0.6484553398857599
MedSigLIP,i4,10pct,raw,No_Finding,0.7899728997289972
CheXagent,LR,NegBio,pca95,Atelectasis,0.7875111032154912
CheXagent,LR,NegBio,pca95,Cardiomegaly,0.8464299736384543
CheXagent,LR,NegBio,pca95,Consolidation,0.8140481245576787
CheXagent,LR,NegBio,pca95,Edema,0.8787169603524229
CheXagent,LR,NegBio,pca95,Enlarged_Cardiomediastinum,0.7626373626373626
CheXagent,LR,NegBio,pca95,Fracture,0.8448387740840572
CheXagent,LR,NegBio,pca95,Lung_Lesion,0.8172096047351075
CheXagent,LR,NegBio,pca95,Lung_Opacity,0.7611604962391325
CheXagent,LR,NegBio,pca95,Pleural_Effusion,0.9117493472584856
CheXagent,LR,NegBio,pca95,Pneumonia,0.7947646383467277
CheXagent,LR,NegBio,pca95,Pneumothorax,0.9062861026163778
CheXagent,LR,NegBio,pca95,Pleural_Other,0.8585229239434847
CheXagent,LR,NegBio,pca95,Support_Devices,0.9077566016073478
CheXagent,LR,NegBio,pca95,No_Finding,0.8063443086763984
CXR_Foundation,LR,1pct,pca95,Atelectasis,0.6145053283410139
CXR_Foundation,LR,1pct,pca95,Cardiomegaly,0.6897437344773086
CXR_Foundation,LR,1pct,pca95,Consolidation,0.6976930310730507
CXR_Foundation,LR,1pct,pca95,Edema,0.8213644190627206
CXR_Foundation,LR,1pct,pca95,Enlarged_Cardiomediastinum,0.5315750915750916
CXR_Foundation,LR,1pct,pca95,Fracture,0.5044748218249795
CXR_Foundation,LR,1pct,pca95,Lung_Lesion,0.5965849156118145
CXR_Foundation,LR,1pct,pca95,Lung_Opacity,0.5585679120664864
CXR_Foundation,LR,1pct,pca95,Pleural_Effusion,0.6829306593086121
CXR_Foundation,LR,1pct,pca95,Pneumonia,0.6504475023023345
CXR_Foundation,LR,1pct,pca95,Pneumothorax,0.7218484539585457
CXR_Foundation,LR,1pct,pca95,Pleural_Other,0.5657417012448133
CXR_Foundation,LR,1pct,pca95,Support_Devices,0.7114250246912461
CXR_Foundation,LR,1pct,pca95,No_Finding,0.6611869918699187
EVA-X,i4,10pct,raw,Atelectasis,0.6192346497489736
EVA-X,i4,10pct,raw,Cardiomegaly,0.721111245791461
EVA-X,i4,10pct,raw,Consolidation,0.542263960511219
EVA-X,i4,10pct,raw,Edema,0.7469066937709304
EVA-X,i4,10pct,raw,Enlarged_Cardiomediastinum,0.6340231172048088
EVA-X,i4,10pct,raw,Fracture,0.5715381913477817
EVA-X,i4,10pct,raw,Lung_Lesion,0.5999787531032229
EVA-X,i4,10pct,raw,Lung_Opacity,0.6685637588376245
EVA-X,i4,10pct,raw,Pleural_Effusion,0.7373262155501586
EVA-X,i4,10pct,raw,Pneumonia,0.6476984981127196
EVA-X,i4,10pct,raw,Pneumothorax,0.6263106760447763
EVA-X,i4,10pct,raw,Pleural_Other,0.6929837185025397
EVA-X,i4,10pct,raw,Support_Devices,0.5890246535560639
EVA-X,i4,10pct,raw,No_Finding,0.7805799457994582
EVA-X,LR,5pct,l2,Atelectasis,0.7409454205069125
EVA-X,LR,5pct,l2,Cardiomegaly,0.815343474825017
EVA-X,LR,5pct,l2,Consolidation,0.7362692330778927
EVA-X,LR,5pct,l2,Edema,0.8318447034921894
EVA-X,LR,5pct,l2,Enlarged_Cardiomediastinum,0.6490354090354089
EVA-X,LR,5pct,l2,Fracture,0.6616660824862718
EVA-X,LR,5pct,l2,Lung_Lesion,0.6431302742616033
EVA-X,LR,5pct,l2,Lung_Opacity,0.6855402013112037
EVA-X,LR,5pct,l2,Pleural_Effusion,0.8870269421450524
EVA-X,LR,5pct,l2,Pneumonia,0.6518512557781891
EVA-X,LR,5pct,l2,Pneumothorax,0.9066258919469928
