Model,Disease,Best_Alpha,Best_Dropout,Best_Depth,Val_AUC,Test_AUC
CheXFound,Fracture,1.5,0.5,1,0.5613915416098226,0.5843673326323169
CheXFound,Lung_Lesion,1.0,0.2,1,0.7336081859725809,0.6390646976090014
CheXFound,Lung_Opacity,1.0,0.2,2,0.7164614683082535,0.6785357412687969
CheXFound,Pleural_Effusion,0.67,0.2,1,0.8733230293663059,0.8467539313996008
CheXFound,Pneumonia,0.67,0.2,2,0.6173620933521924,0.6442513165777026
CheXFound,Pneumothorax,0.5,0.2,1,0.8314814814814815,0.6239891267414204
CheXFound,Pleural_Other,0.5,0.5,1,0.7064690026954178,0.4925440871369295
CheXFound,Support_Devices,0.67,0.5,2,0.7926950747094632,0.7233764939336552
CheXFound,No_Finding,1.0,0.5,1,0.8237310991880182,0.7528997289972899
CheXagent,Atelectasis,0.67,0.5,1,0.8832572298325724,0.7641039026497697
CheXagent,Cardiomegaly,0.5,0.5,1,0.8896685404148091,0.8471579363287424
CheXagent,Consolidation,1.5,0.2,1,0.8320015591502631,0.7259248884531504
CheXagent,Edema,2.0,0.5,2,0.9561852289125017,0.8541307929586363
CheXagent,Enlarged_Cardiomediastinum,0.67,0.2,2,0.8368266610773423,0.5921367521367521
CheXagent,Fracture,0.67,0.2,1,0.6606899239914247,0.7695057833859096
CheXagent,Lung_Lesion,1.0,0.2,1,0.8093085634810252,0.7268152250351617
CheXagent,Lung_Opacity,1.0,0.5,2,0.7891776865785074,0.7390704589213034
CheXagent,Pleural_Effusion,1.0,0.2,2,0.9482380216383308,0.9247706216210152
CheXagent,Pneumonia,2.0,0.5,2,0.7889674681753889,0.7327324910812477
CheXagent,Pneumothorax,1.0,0.5,1,0.9411522633744855,0.9100237852531431
CheXagent,Pleural_Other,0.67,0.5,1,0.7547169811320755,0.7616377074688796
CheXagent,Support_Devices,2.0,0.5,2,0.8742390702822357,0.8826780714551072
CheXagent,No_Finding,0.67,0.5,1,0.8817174992109718,0.8146287262872629
CXR_Foundation,Atelectasis,1.0,0.5,1,0.8621342803991207,0.7570654521889402
CXR_Foundation,Cardiomegaly,1.5,0.5,1,0.8792207792207792,0.7874379092345902
CXR_Foundation,Consolidation,0.67,0.5,1,0.8853050087702203,0.689369535204786
CXR_Foundation,Edema,0.67,0.5,1,0.9542502951593861,0.8601327998216122
CXR_Foundation,Enlarged_Cardiomediastinum,1.0,0.5,2,0.7880947390484175,0.5986813186813186
CXR_Foundation,Fracture,0.5,0.2,2,0.5988111479243812,0.6665030961560929
CXR_Foundation,Lung_Lesion,0.5,0.5,2,0.8054838068746275,0.677632735583685
CXR_Foundation,Lung_Opacity,1.0,0.2,2,0.7453716370269039,0.713285077136799
CXR_Foundation,Pleural_Effusion,1.0,0.2,2,0.9341267387944359,0.8912135181820221
CXR_Foundation,Pneumonia,1.0,0.2,1,0.7461456859971711,0.6798279731409207
CXR_Foundation,Pneumothorax,1.0,0.5,1,0.8556069958847736,0.8421338769962623
CXR_Foundation,Pleural_Other,0.67,0.2,1,0.8404312668463612,0.6019190871369295
CXR_Foundation,Support_Devices,1.0,0.2,1,0.8488931931377974,0.8123374681732102
CXR_Foundation,No_Finding,1.0,0.2,2,0.871625111181247,0.7770189701897019
Early_Fusion,Atelectasis,1.0,0.2,2,0.8678843226788433,0.7729064660138248
Early_Fusion,Cardiomegaly,0.5,0.2,1,0.8886799767396782,0.8152940844434409
Early_Fusion,Consolidation,2.0,0.5,1,0.888715649970766,0.676344064507093
Early_Fusion,Edema,1.5,0.2,1,0.954807818444182,0.8569924309056898
Early_Fusion,Enlarged_Cardiomediastinum,2.0,0.5,2,0.7899811360301823,0.5962393162393161
Early_Fusion,Fracture,0.5,0.2,2,0.5966673163126096,0.6762472251431242
Early_Fusion,Lung_Lesion,2.0,0.5,2,0.7999701967017684,0.6962684599156118
Early_Fusion,Lung_Opacity,0.67,0.2,2,0.7577443380452955,0.7202651653627745
Early_Fusion,Pleural_Effusion,0.5,0.2,2,0.937032457496136,0.8951869798326492
Early_Fusion,Pneumonia,0.5,0.5,1,0.7469236209335219,0.6865785073719411
Early_Fusion,Pneumothorax,0.5,0.5,1,0.8854938271604937,0.8397553516819571
Early_Fusion,Pleural_Other,1.5,0.5,1,0.8169811320754717,0.5936527489626555
Early_Fusion,Support_Devices,0.67,0.2,1,0.8548146098505809,0.8265541893569404
Early_Fusion,No_Finding,0.5,0.5,2,0.8768685622471524,0.7862439024390244
