Head,Foundation_Model,Disease,AUROC,AUROC_Low,AUROC_High,AUPRC,Positives
MLP,EVA-X,Atelectasis,0.7795758928571429,0.7402676328748659,0.8190129830659106,0.3784468389325659,128
MLP,EVA-X,Cardiomegaly,0.8336955294648905,0.8021994588060768,0.8592223129971724,0.47737573695342767,172
MLP,EVA-X,Consolidation,0.7718441745533123,0.7114581482582168,0.8270945592294909,0.1319556721289268,53
MLP,EVA-X,Edema,0.8919019362511305,0.8579064864725222,0.9266513222518411,0.48933941234662015,89
MLP,EVA-X,Enlarged_Cardiomediastinum,0.642051282051282,0.5238469933363537,0.7537765295667447,0.033176806976383345,21
MLP,EVA-X,Fracture,0.6998247458815282,0.6153113635614027,0.797747550824441,0.16344155683090458,45
MLP,EVA-X,Lung_Lesion,0.7205959915611814,0.6469422456891392,0.7908340428707952,0.11087257358400984,48
MLP,EVA-X,Lung_Opacity,0.7240232994565085,0.6881630864774051,0.7541354607702537,0.5168909208536498,291
MLP,EVA-X,Pleural_Effusion,0.908770217825336,0.8884261694362195,0.9297002660993071,0.7824763606193865,234
MLP,EVA-X,Pneumonia,0.7265899519862665,0.6814679556083431,0.7718482473580828,0.2811105352063553,129
MLP,EVA-X,Pneumothorax,0.9022765885151206,0.8275310213123245,0.9583120061306669,0.12556602141907516,15
MLP,EVA-X,Pleural_Other,0.7697743775933611,0.6984796585519597,0.8324825136540918,0.0755653775374172,32
MLP,EVA-X,Support_Devices,0.8352165127805514,0.797017778038281,0.8693255763563541,0.4569702525491497,127
MLP,EVA-X,No_Finding,0.7991327913279133,0.7693864337421779,0.8296963602444165,0.6019854143270563,246
MLP,CheXFound,Atelectasis,0.7670110887096775,0.7261167515739115,0.8055958853326685,0.3340812988190993,128
MLP,CheXFound,Cardiomegaly,0.8379078234364415,0.8071873073048664,0.8653262431501122,0.5038976979037971,172
MLP,CheXFound,Consolidation,0.8044178554993097,0.75207599535378,0.8530415116642147,0.18113592018885866,53
MLP,CheXFound,Edema,0.8685380870383905,0.8285377834706877,0.905990916881006,0.4236696761376109,89
MLP,CheXFound,Enlarged_Cardiomediastinum,0.7266422466422466,0.6273009980071436,0.8203379127873145,0.046969803059963705,21
MLP,CheXFound,Fracture,0.681037504381353,0.6004118672410861,0.7769649612133879,0.1733719416122848,45
MLP,CheXFound,Lung_Lesion,0.7600430731364276,0.690200205108873,0.8228116532493687,0.23958945654963343,48
MLP,CheXFound,Lung_Opacity,0.7250517901099169,0.6912542050910792,0.758113710760878,0.4979321640199889,291
MLP,CheXFound,Pleural_Effusion,0.912550194046257,0.8924105609517194,0.9321343390867064,0.7880431771995795,234
MLP,CheXFound,Pneumonia,0.6985506468889425,0.6544921432563283,0.7445666599070153,0.28351287184731455,129
