Model,Disease,Best_Alpha,Best_Dropout,Best_Depth,Val_AUC,Test_AUC
EVA-X,Pneumothorax,0.67,0.5,2,0.8436728395061728,0.8958885490995583
EVA-X,Pleural_Other,0.67,0.2,1,0.8568733153638814,0.7147627074688796
EVA-X,Support_Devices,0.67,0.2,1,0.851272827891533,0.8005672190861068
EVA-X,No_Finding,0.5,0.5,2,0.8627090924741054,0.7823306233062332
CheXFound,Atelectasis,2.0,0.5,2,0.8381532217148655,0.7483618951612905
CheXFound,Cardiomegaly,0.5,0.2,2,0.8867803837953091,0.8150330209979679
CheXFound,Consolidation,0.5,0.2,1,0.8333658156304814,0.7637007543168131
CheXFound,Edema,0.67,0.5,2,0.9549390003935458,0.8532760179874386
CheXFound,Enlarged_Cardiomediastinum,2.0,0.2,2,0.8163906937748899,0.5906715506715506
CheXFound,Fracture,0.5,0.2,1,0.5919898655232898,0.6976282275966819
CheXFound,Lung_Lesion,0.67,0.2,1,0.7926683886350089,0.7223101265822784
CheXFound,Lung_Opacity,0.5,0.2,1,0.7367229062167503,0.6788818210621238
CheXFound,Pleural_Effusion,0.67,0.5,1,0.9144822256568779,0.8929436705027256
CheXFound,Pneumonia,0.5,0.2,1,0.7358910891089109,0.6259578158668848
CheXFound,Pneumothorax,2.0,0.2,1,0.8472222222222222,0.8
CheXFound,Pleural_Other,0.5,0.5,2,0.7824797843665767,0.699721213692946
CheXFound,Support_Devices,0.67,0.2,2,0.8281959048146098,0.7955927258229659
CheXFound,No_Finding,1.0,0.5,2,0.8582761885633948,0.7668834688346884
CheXagent,Atelectasis,0.67,0.5,1,0.8995772027735498,0.7686851958525346
CheXagent,Cardiomegaly,1.5,0.5,2,0.9034696646636945,0.8485832016256492
CheXagent,Consolidation,0.67,0.5,1,0.8830637302670045,0.7746253426439105
CheXagent,Edema,2.0,0.2,2,0.9733044733044733,0.8675718196796453
CheXagent,Enlarged_Cardiomediastinum,1.5,0.2,1,0.8634458184866904,0.7012454212454212
CheXagent,Fracture,0.5,0.2,2,0.6356460728902749,0.8084121976866456
CheXagent,Lung_Lesion,1.5,0.5,2,0.8361812040532486,0.7685478199718706
CheXagent,Lung_Opacity,0.67,0.5,1,0.8014743882048943,0.7507933026248446
CheXagent,Pleural_Effusion,1.0,0.2,2,0.9538485316846987,0.927944904322857
CheXagent,Pneumonia,2.0,0.5,1,0.80990099009901,0.7416467727081713
CheXagent,Pneumothorax,0.67,0.5,2,0.942798353909465,0.9321780496092422
CheXagent,Pleural_Other,0.5,0.5,1,0.8657681940700808,0.843944502074689
CheXagent,Support_Devices,0.67,0.5,2,0.898256779192031,0.8927901561211639
CheXagent,No_Finding,0.5,0.5,2,0.8918385791753937,0.8166070460704606
CXR_Foundation,Atelectasis,1.5,0.5,2,0.8818873668188736,0.7859032978110599
CXR_Foundation,Cardiomegaly,0.5,0.5,1,0.8868385345997286,0.8042306389704224
CXR_Foundation,Consolidation,1.5,0.5,1,0.8930033131943091,0.6952720142459833
CXR_Foundation,Edema,0.67,0.5,2,0.9635970090515545,0.8647721219478959
CXR_Foundation,Enlarged_Cardiomediastinum,1.0,0.5,1,0.8199538880737791,0.6437118437118436
CXR_Foundation,Fracture,1.5,0.5,1,0.6776456831027091,0.6778595630330646
CXR_Foundation,Lung_Lesion,0.5,0.5,1,0.8067256109676139,0.7176511954992968
CXR_Foundation,Lung_Opacity,2.0,0.2,1,0.7666058671530628,0.7307547951548831
CXR_Foundation,Pleural_Effusion,2.0,0.2,2,0.9446367851622874,0.9027244991811921
CXR_Foundation,Pneumonia,0.67,0.2,2,0.7501060820367752,0.6850406373219603
CXR_Foundation,Pneumothorax,1.5,0.5,1,0.8743827160493827,0.8591233435270133
CXR_Foundation,Pleural_Other,1.0,0.5,1,0.8339622641509434,0.7771978734439834
CXR_Foundation,Support_Devices,2.0,0.5,1,0.865688987271721,0.8577965441316383
CXR_Foundation,No_Finding,2.0,0.2,1,0.8740997905488765,0.7899241192411925
Early_Fusion,Atelectasis,0.5,0.5,1,0.8914256722475901,0.7871543778801843
Early_Fusion,Cardiomegaly,0.5,0.5,1,0.8935258771079666,0.8403632309776473
Early_Fusion,Consolidation,2.0,0.2,1,0.9039173650360552,0.7078773084695572
Early_Fusion,Edema,2.0,0.5,1,0.9729109274563821,0.8582312352117736
Early_Fusion,Enlarged_Cardiomediastinum,1.5,0.5,1,0.8634458184866904,0.6005372405372406
Early_Fusion,Fracture,1.0,0.2,1,0.7197427402065874,0.7731043346185302
Early_Fusion,Lung_Lesion,1.0,0.5,1,0.832157758791973,0.7598892405063291
Early_Fusion,Lung_Opacity,2.0,0.5,1,0.7687794497644019,0.7375691550291243
Early_Fusion,Pleural_Effusion,1.5,0.2,2,0.9552859350850077,0.9231554389034704
Early_Fusion,Pneumonia,2.0,0.5,1,0.7915134370579915,0.7368722226692775
Early_Fusion,Pneumothorax,1.0,0.2,1,0.9265432098765432,0.909616038056405
Early_Fusion,Pleural_Other,2.0,0.5,1,0.8498652291105121,0.7808609958506224
Early_Fusion,Support_Devices,2.0,0.2,1,0.8732152739346984,0.8802406603662458
Early_Fusion,No_Finding,2.0,0.5,2,0.8857558890195967,0.8046016260162601
